"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Ochs","HOU",15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,10,0.8,6,8,0.75,3,4,0.75,0.5,0.7,0.1,0.2,5,7,0.714285714285714,1,1,1,2,2,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.75,0,0.25,4,6,0.666666666666667,0,0,NA,2,2,1,0.4,3,4,0.75,0.5,0,0.5,1,2,0.5,0,0,NA,2,2,1,0,1,6,0.125,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,6,0.1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,2,1,4,0,0,0,NA,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Ohai","HOU",65,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1.38461538461538,0,0,0,NA,0,0,0,0,0,12,13,0.923076923076923,11,12,0.916666666666667,4,4,1,0.333333333333333,0.230769230769231,0.461538461538462,0.307692307692308,3,3,1,5,6,0.833333333333333,4,4,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.333333333333333,2,2,1,5,6,0.833333333333333,4,4,1,0.307692307692308,4,4,1,0.25,0.25,0.5,1,1,1,1,1,1,2,2,1,2,3,4.15384615384615,0.25,0.666666666666667,3,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,1.38461538461538,0.0769230769230769,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,4,1,3,0.25,1,2,6,1,0,1,0,1,1,0,10,1,7,3,4,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Oyster","WAS",94,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,27,31,0.870967741935484,27,31,0.870967741935484,13,15,0.866666666666667,0.483870967741935,0.741935483870968,0.0967741935483871,0.161290322580645,19,23,0.826086956521739,3,3,1,5,5,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.741935483870968,0.0967741935483871,0.161290322580645,19,23,0.826086956521739,3,3,1,5,5,1,0.483870967741935,13,15,0.866666666666667,0.666666666666667,0.0666666666666667,0.266666666666667,8,10,0.8,1,1,1,4,4,1,0,0,0,0,NA,0,0,0,1,0.957446808510638,0.032258064516129,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,0,1,1,1,0,1,2,0,0,6,1,7,5,2,3,2.87234042553191,0,1,10,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Pathman","BOS",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,39,53,0.735849056603774,25,37,0.675675675675676,20,26,0.769230769230769,0.702702702702703,0.641509433962264,0.283018867924528,0.0754716981132075,23,34,0.676470588235294,12,15,0.8,4,4,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.648648648648649,0.27027027027027,0.0810810810810811,15,24,0.625,7,10,0.7,3,3,1,0.490566037735849,20,26,0.769230769230769,0.615384615384615,0.269230769230769,0.115384615384615,11,16,0.6875,6,7,0.857142857142857,3,3,1,1,4,3.63636363636364,0.108108108108108,0.25,3,1,2,6,5.45454545454546,0.113207547169811,0.333333333333333,0,1,0.909090909090909,0.0188679245283019,0.027027027027027,0,14,15,13.6363636363636,0.283018867924528,0.933333333333333,0,0,NA,0,0,0,1,0,0,0,0,0,1,2,2,0,1,1,0,1,5,0,5,0,0,0,0,16,1,9,5,4,2,1.81818181818182,0,3,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Poliana","HOU",95,1,0,2,1.89473684210526,0.5,0,1,1,0,1,0.5,0,1,0,0,0,0,0,1,0,0,0,0.947368421052632,0,0,0,NA,0,0,0,0,0,38,56,0.678571428571429,27,43,0.627906976744186,8,13,0.615384615384615,0.302325581395349,0.589285714285714,0.160714285714286,0.25,17,33,0.515151515151515,7,9,0.777777777777778,14,14,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.627906976744186,0.162790697674419,0.209302325581395,13,27,0.481481481481481,5,7,0.714285714285714,9,9,1,0.232142857142857,8,13,0.615384615384615,0.461538461538462,0.307692307692308,0.230769230769231,2,6,0.333333333333333,3,4,0.75,3,3,1,2,5,4.73684210526316,0.116279069767442,0.4,4,1,0,2,1.89473684210526,0.0357142857142857,0,0,0,0,0,0,NA,11,13,12.3157894736842,0.232142857142857,0.846153846153846,0,0,NA,0,0,0,0,NA,0,0,0,0,0,4,4,0,1,1,0,1,5,3,2,0.6,2,0,4,17,4,10,7,3,3,2.84210526315789,0,9,7,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Privett","HOU",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,30,36,0.833333333333333,29,35,0.828571428571429,12,14,0.857142857142857,0.4,0.5,0.222222222222222,0.277777777777778,13,18,0.722222222222222,7,8,0.875,10,10,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.514285714285714,0.2,0.285714285714286,13,18,0.722222222222222,6,7,0.857142857142857,10,10,1,0.388888888888889,12,14,0.857142857142857,0.428571428571429,0.0714285714285714,0.5,5,6,0.833333333333333,0,1,0,7,7,1,0,0,0,0,NA,0,0,0,1,0.947368421052632,0.0277777777777778,0,0,0,0,0,0,NA,0,0,0,0,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,2,2,0,1,2,2,4,6,2,4,0.333333333333333,3,0,2,19,4,11,9,2,2,1.89473684210526,0,6,8,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Rampone","SBFC",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,19,24,0.791666666666667,16,21,0.761904761904762,5,7,0.714285714285714,0.333333333333333,0.75,0.125,0.125,14,18,0.777777777777778,2,3,0.666666666666667,3,3,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.714285714285714,0.142857142857143,0.142857142857143,11,15,0.733333333333333,2,3,0.666666666666667,3,3,1,0.291666666666667,5,7,0.714285714285714,0.571428571428571,0.142857142857143,0.285714285714286,2,4,0.5,1,1,1,2,2,1,1,3,2.84210526315789,0.142857142857143,0.333333333333333,3,0,1,2,1.89473684210526,0.0833333333333333,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,3,3,1,0,0,0,0,3,1,1,0,1,0,0,0,3,2,1,0.666666666666667,0,0,1,6,1,6,5,1,2,1.89473684210526,0,2,11,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Raso","PTFC",30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,4,6,0.666666666666667,4,6,0.666666666666667,4,6,0.666666666666667,1,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0,3,4,0.75,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0,3,4,0.75,1,1,1,1,4,6,0.666666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0,3,4,0.75,1,1,1,0,1,3,0.166666666666667,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2,1,1,0.5,0,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Ratcliffe","BOS",12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Reynolds","PTFC",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23,31,0.741935483870968,14,17,0.823529411764706,7,8,0.875,0.470588235294118,0.67741935483871,0.161290322580645,0.161290322580645,14,21,0.666666666666667,5,5,1,4,5,0.8,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.588235294117647,0.176470588235294,0.235294117647059,7,10,0.7,3,3,1,4,4,1,0.258064516129032,7,8,0.875,0.375,0.125,0.5,2,3,0.666666666666667,1,1,1,4,4,1,1,2,1.81818181818182,0.117647058823529,0.5,1,1,1,2,1.81818181818182,0.0645161290322581,0.5,0,1,0.909090909090909,0.032258064516129,0.0588235294117647,0,9,14,12.7272727272727,0.451612903225806,0.642857142857143,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,3,2,1,0.666666666666667,4,1,5,31,6,5,4,1,1,0.909090909090909,0,3,4,3,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Rodriguez","SBFC",77,1,0,2,2.33766233766234,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,39,0.666666666666667,26,39,0.666666666666667,16,24,0.666666666666667,0.615384615384615,0.435897435897436,0.205128205128205,0.358974358974359,7,17,0.411764705882353,6,8,0.75,13,14,0.928571428571429,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.435897435897436,0.205128205128205,0.358974358974359,7,17,0.411764705882353,6,8,0.75,13,14,0.928571428571429,0.615384615384615,16,24,0.666666666666667,0.375,0.208333333333333,0.416666666666667,3,9,0.333333333333333,3,5,0.6,10,10,1,0,0,0,0,NA,0,0,1,2,2.33766233766234,0.0512820512820513,0.5,0,3,3.50649350649351,0.0769230769230769,0.0769230769230769,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,5,5,0,1,2,3,5,3,1,2,0.333333333333333,0,0,2,18,4,17,7,10,0,0,0,1,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Salem","BOS",87,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23,33,0.696969696969697,23,29,0.793103448275862,17,18,0.944444444444444,0.620689655172414,0.606060606060606,0.242424242424242,0.151515151515152,12,20,0.6,6,8,0.75,5,5,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.586206896551724,0.241379310344828,0.172413793103448,12,17,0.705882352941177,6,7,0.857142857142857,5,5,1,0.545454545454545,17,18,0.944444444444444,0.555555555555556,0.222222222222222,0.222222222222222,9,10,0.9,4,4,1,4,4,1,1,1,1.03448275862069,0.0344827586206897,1,1,0,0,2,2.06896551724138,0.0606060606060606,0,0,2,2.06896551724138,0.0606060606060606,0.0689655172413793,0,0,0,0,0,NA,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,NA,0,1,1,5,1,4,0.2,1,2,0,31,2,10,5,5,1,1.03448275862069,0,2,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Schillgard","BOS",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23,28,0.821428571428571,22,27,0.814814814814815,16,21,0.761904761904762,0.777777777777778,0.178571428571429,0.607142857142857,0.214285714285714,4,5,0.8,13,17,0.764705882352941,6,6,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.185185185185185,0.592592592592593,0.222222222222222,4,5,0.8,12,16,0.75,6,6,1,0.75,16,21,0.761904761904762,0.19047619047619,0.666666666666667,0.142857142857143,3,4,0.75,10,14,0.714285714285714,3,3,1,4,5,4.54545454545454,0.185185185185185,0.8,5,0,1,1,0.909090909090909,0.0357142857142857,1,0,0,0,0,0,NA,1,1,0.909090909090909,0.0357142857142857,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,5,2,3,0.4,2,1,6,4,0,4,0,3,0,1,37,3,6,5,1,3,2.72727272727273,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Schulmann","SBFC",20,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,5,0.6,3,5,0.6,2,4,0.5,0.8,0.4,0.2,0.4,0,2,0,1,1,1,2,2,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0.2,0.4,0,2,0,1,1,1,2,2,1,0.8,2,4,0.5,0.5,0,0.5,0,2,0,0,0,NA,2,2,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1,0,0,1,1,3,1,2,1,1,0,0,0,2,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Shim","PTFC",70,1,0,1,1.28571428571429,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,14,17,0.823529411764706,14,17,0.823529411764706,10,10,1,0.588235294117647,0.411764705882353,0.235294117647059,0.352941176470588,6,7,0.857142857142857,3,4,0.75,5,6,0.833333333333333,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.411764705882353,0.235294117647059,0.352941176470588,6,7,0.857142857142857,3,4,0.75,5,6,0.833333333333333,0.588235294117647,10,10,1,0.4,0.3,0.3,4,4,1,3,3,1,3,3,1,0,0,0,0,NA,0,0,0,0,0,0,NA,1,1,1.28571428571429,0.0588235294117647,0.0588235294117647,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,1,2,3,0,3,0,2,0,6,24,7,6,4,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Simon","BOS",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22,30,0.733333333333333,22,30,0.733333333333333,18,21,0.857142857142857,0.7,0.433333333333333,0.166666666666667,0.4,6,13,0.461538461538462,4,5,0.8,12,12,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.433333333333333,0.166666666666667,0.4,6,13,0.461538461538462,4,5,0.8,12,12,1,0.7,18,21,0.857142857142857,0.333333333333333,0.238095238095238,0.428571428571429,5,7,0.714285714285714,4,5,0.8,9,9,1,0,0,0,0,NA,0,0,0,0,0,0,NA,1,2,1.81818181818182,0.0666666666666667,0.0666666666666667,0.5,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,1,1,3,13,1,12,0.0769230769230769,1,0,1,30,3,8,4,4,1,0.909090909090909,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Simon","SBFC",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,33,0.787878787878788,18,24,0.75,9,11,0.818181818181818,0.458333333333333,0.696969696969697,0.151515151515152,0.151515151515152,17,23,0.739130434782609,4,5,0.8,5,5,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.625,0.166666666666667,0.208333333333333,10,15,0.666666666666667,3,4,0.75,5,5,1,0.363636363636364,10,12,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,6,8,0.75,2,2,1,2,2,1,0,1,0.947368421052632,0.0416666666666667,0,1,0,0,2,1.89473684210526,0.0606060606060606,0,0,0,0,0,0,NA,8,9,8.52631578947368,0.272727272727273,0.888888888888889,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,0,4,5,1,0,1,0,3,2,2,10,7,9,8,1,2,1.89473684210526,0,3,4,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Skroski","SBFC",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22,25,0.88,22,25,0.88,8,9,0.888888888888889,0.36,0.56,0.16,0.28,11,14,0.785714285714286,4,4,1,7,7,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.56,0.16,0.28,11,14,0.785714285714286,4,4,1,7,7,1,0.36,8,9,0.888888888888889,0.444444444444444,0.111111111111111,0.444444444444444,3,4,0.75,1,1,1,4,4,1,0,0,0,0,NA,0,0,0,1,0.947368421052632,0.04,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,2,0,3,0,0,0,NA,3,0,0,8,1,8,4,4,2,1.89473684210526,0,5,5,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Smith","BOS",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,12,32,0.375,4,14,0.285714285714286,2,3,0.666666666666667,0.214285714285714,0.96875,0.03125,0,11,31,0.354838709677419,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,4,14,0.285714285714286,0,0,NA,0,0,NA,0.09375,2,3,0.666666666666667,1,0,0,2,3,0.666666666666667,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,5,24,21.8181818181818,0.75,0.208333333333333,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,4,0,0,0,0,0,4,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,0.909090909090909,0,0,0,0,5,1,6,0.166666666666667,1,0,1,1,2,2,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,12,32,0.375,5,5,1,3,9,0.333333333333333,0,9,0
"Smith","WNYF",77,1,0,4,4.67532467532468,0.25,1,0,3,0,3,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1.16883116883117,0,0,1,0,0,0,0,7,9,0.777777777777778,7,9,0.777777777777778,6,7,0.857142857142857,0.777777777777778,0.222222222222222,0.444444444444444,0.333333333333333,2,2,1,2,4,0.5,3,3,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.222222222222222,0.444444444444444,0.333333333333333,2,2,1,2,4,0.5,3,3,1,0.777777777777778,6,7,0.857142857142857,0.142857142857143,0.428571428571429,0.428571428571429,1,1,1,2,3,0.666666666666667,3,3,1,1,2,2.33766233766234,0.222222222222222,0.5,2,0,0,0,0,0,NA,1,1,1.16883116883117,0.111111111111111,0.111111111111111,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,4,3,1,0.75,2,3,6,3,0,3,0,1,0,1,30,2,6,1,5,1,1.16883116883117,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
