"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Match"
"Press","USA",76,1,1,5,5.92105263157895,0.2,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18421052631579,0,0,0,1,0,0,0,24,29,0.827586206896552,24,29,0.827586206896552,13,15,0.866666666666667,0.517241379310345,0.379310344827586,0.344827586206897,0.275862068965517,8,11,0.727272727272727,8,10,0.8,8,8,1,0.379310344827586,0.344827586206897,0.275862068965517,8,11,0.727272727272727,8,10,0.8,8,8,1,1,13,15,0.866666666666667,0.333333333333333,0.466666666666667,0.2,5,5,1,5,7,0.714285714285714,3,3,1,1,1,1.18421052631579,0.0344827586206897,0.0344827586206897,1,1,0,0,0,0,0,0,0,1,1,1.18421052631579,0.0344827586206897,0.0344827586206897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,4,2,1,0,1,0.5,2,1,0,0,0,7,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Pugh","USA",70,1,0,2,2.57142857142857,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.28571428571429,0,0,0,0,0,0,0,0,0,0,1,0,34,42,0.80952380952381,34,42,0.80952380952381,15,20,0.75,0.476190476190476,0.452380952380952,0.19047619047619,0.357142857142857,12,19,0.631578947368421,7,8,0.875,15,15,1,0.452380952380952,0.19047619047619,0.357142857142857,12,19,0.631578947368421,7,8,0.875,15,15,1,1,15,20,0.75,0.45,0.3,0.25,5,9,0.555555555555556,5,6,0.833333333333333,5,5,1,2,3,3.85714285714286,0.0714285714285714,0.0714285714285714,0.666666666666667,3,0,0,0,0,0,0,0,2,5,6.42857142857143,0.119047619047619,0.119047619047619,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.857142857142857,14,2,1,0,0,0,4,4,0,0,0,6,5,8,5,3,2,2.57142857142857,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Sonnett","USA",94,1,0,1,0.957446808510638,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,0.979591836734694,47,48,0.979166666666667,4,4,1,0.0833333333333333,0.673469387755102,0.285714285714286,0.0408163265306122,32,33,0.96969696969697,14,14,1,2,2,1,0.6875,0.270833333333333,0.0416666666666667,32,33,0.96969696969697,13,13,1,2,2,1,1,4,4,1,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.957446808510638,0.0204081632653061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,3,1,2,1,0.957446808510638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Brian","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1.95652173913043,0.978260869565217,0,0,0,0,0,0,0,0,0,1,0,88,95,0.926315789473684,84,90,0.933333333333333,28,32,0.875,0.355555555555556,0.452631578947368,0.284210526315789,0.263157894736842,39,43,0.906976744186046,25,27,0.925925925925926,24,25,0.96,0.477777777777778,0.244444444444444,0.277777777777778,39,43,0.906976744186046,21,22,0.954545454545455,24,25,0.96,1,28,32,0.875,0.53125,0.1875,0.28125,14,17,0.823529411764706,6,6,1,8,9,0.888888888888889,1,2,1.95652173913043,0.0210526315789474,0.0222222222222222,0.5,2,0,3,3,2.93478260869565,0.0315789473684211,0.0333333333333333,1,2,2,1.95652173913043,0.0210526315789474,0.0222222222222222,1,0,0,0,0,0,4,0.8,5,1,0,0,0,0,0,0,1,0,1,4,1,4,0,0,1,2,0.4,5,3,2,0,0,8,3,7,5,1,3,2.93478260869565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Dunn","USA",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,3,5,0.6,3,4,0.75,0.8,0.4,0.4,0.2,1,2,0.5,1,2,0.5,1,1,1,0.4,0.4,0.2,1,2,0.5,1,2,0.5,1,1,1,1,3,4,0.75,0.5,0.25,0.25,1,2,0.5,1,1,1,1,1,1,1,1,3.46153846153846,0.2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0.666666666666667,3,1,1,0,0,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Heath","USA",92,1,1,3,2.93478260869565,0.333333333333333,0,0,2,2,0.666666666666667,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.978260869565217,1,1,0,0,0,0,0,52,61,0.852459016393443,51,60,0.85,28,34,0.823529411764706,0.566666666666667,0.377049180327869,0.245901639344262,0.377049180327869,17,23,0.739130434782609,13,15,0.866666666666667,22,23,0.956521739130435,0.366666666666667,0.25,0.383333333333333,16,22,0.727272727272727,13,15,0.866666666666667,22,23,0.956521739130435,1,28,34,0.823529411764706,0.411764705882353,0.147058823529412,0.441176470588235,8,14,0.571428571428571,5,5,1,15,15,1,1,3,2.93478260869565,0.0491803278688525,0.05,0.333333333333333,3,0,2,3,2.93478260869565,0.0491803278688525,0.05,0.666666666666667,0,1,0.978260869565217,0.0163934426229508,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0.5,4,2,3,2,0,0,2,2,1,0,1,7,4,12,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Horan","USA",60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,44,56,0.785714285714286,40,52,0.769230769230769,20,24,0.833333333333333,0.461538461538462,0.571428571428571,0.267857142857143,0.160714285714286,22,32,0.6875,14,15,0.933333333333333,8,9,0.888888888888889,0.615384615384615,0.211538461538462,0.173076923076923,22,32,0.6875,10,11,0.909090909090909,8,9,0.888888888888889,1,20,24,0.833333333333333,0.625,0.208333333333333,0.166666666666667,12,15,0.8,5,5,1,3,4,0.75,1,2,3,0.0357142857142857,0.0384615384615385,0.5,2,0,3,6,9,0.107142857142857,0.115384615384615,0.5,2,2,3,0.0357142857142857,0.0384615384615385,1,0,0,0,0,0,3,1,3,0,0,1,1,1,0,0,0,0,1,4,1,4,0,5,1,2,0.5,4,2,0,0,1,4,4,8,3,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Johnston","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,0.933333333333333,70,75,0.933333333333333,9,10,0.9,0.131578947368421,0.626666666666667,0.306666666666667,0.0666666666666667,42,47,0.893617021276596,23,23,1,5,5,1,0.626666666666667,0.306666666666667,0.0666666666666667,42,47,0.893617021276596,23,23,1,5,5,1,1,9,10,0.9,0.5,0.3,0.2,4,5,0.8,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1.95652173913043,0.0266666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,11,8,1,4,3.91304347826087,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Klingenberg","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,59,0.830508474576271,45,55,0.818181818181818,17,21,0.80952380952381,0.381818181818182,0.389830508474576,0.271186440677966,0.338983050847458,16,23,0.695652173913043,14,16,0.875,19,20,0.95,0.418181818181818,0.236363636363636,0.345454545454545,16,23,0.695652173913043,11,13,0.846153846153846,18,19,0.947368421052632,1,17,21,0.80952380952381,0.476190476190476,0.142857142857143,0.380952380952381,6,10,0.6,3,3,1,8,8,1,2,4,3.91304347826087,0.0677966101694915,0.0727272727272727,0.5,4,0,0,0,0,0,0,0,1,5,4.89130434782609,0.0847457627118644,0.0909090909090909,0.2,3,3,2.93478260869565,0.0508474576271186,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,3,0,1,0,3,0.6,5,2,0,0,2,4,3,7,6,0,1,0.978260869565217,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Lloyd","USA",66,1,1,4,5.45454545454546,0.75,2,0,1,1,0.25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.36363636363636,0,0,1,0,0,0,0,11,17,0.647058823529412,11,17,0.647058823529412,11,15,0.733333333333333,0.888888888888889,0.529411764705882,0.352941176470588,0.117647058823529,4,9,0.444444444444444,5,6,0.833333333333333,2,2,1,0.529411764705882,0.352941176470588,0.117647058823529,4,9,0.444444444444444,5,6,0.833333333333333,2,2,1,1,11,15,0.733333333333333,0.466666666666667,0.4,0.133333333333333,4,7,0.571428571428571,5,6,0.833333333333333,2,2,1,1,1,1.36363636363636,0.0588235294117647,0.0588235294117647,1,0,1,0,0,0,0,0,0,1,2,2.72727272727273,0.117647058823529,0.117647058823529,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,4,2,5,0.833333333333333,6,1,1,0,2,5,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Mewis","USA",32,0,0,1,2.8125,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,23,24,0.958333333333333,23,24,0.958333333333333,8,9,0.888888888888889,0.375,0.333333333333333,0.25,0.416666666666667,8,8,1,5,6,0.833333333333333,10,10,1,0.333333333333333,0.25,0.416666666666667,8,8,1,5,6,0.833333333333333,10,10,1,1,8,9,0.888888888888889,0.111111111111111,0.111111111111111,0.777777777777778,1,1,1,0,1,0,7,7,1,0,1,2.8125,0.0416666666666667,0.0416666666666667,0,1,0,1,1,2.8125,0.0416666666666667,0.0416666666666667,1,1,1,2.8125,0.0416666666666667,0.0416666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,5,2,0,0,0,0,0,2,2,0,1,2.8125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Morgan","USA",92,1,3,7,6.84782608695652,1,3,1,0,2,0.285714285714286,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.93478260869565,2,0.666666666666667,1,0,0,0,0,8,13,0.615384615384615,8,13,0.615384615384615,6,10,0.6,0.769230769230769,0.230769230769231,0.384615384615385,0.384615384615385,0,3,0,4,5,0.8,4,5,0.8,0.230769230769231,0.384615384615385,0.384615384615385,0,3,0,4,5,0.8,4,5,0.8,1,6,10,0.6,0.2,0.5,0.3,0,2,0,4,5,0.8,2,3,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,0,0,2,0.5,4,2,0,0,0,1,2,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"O'Hara","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.978260869565217,0,0,0,0,0,0,0,0,0,0,0,51,63,0.80952380952381,40,50,0.8,17,20,0.85,0.4,0.428571428571429,0.253968253968254,0.317460317460317,20,27,0.740740740740741,11,16,0.6875,20,20,1,0.52,0.26,0.22,20,26,0.769230769230769,9,13,0.692307692307692,11,11,1,1,17,20,0.85,0.55,0.3,0.15,10,11,0.909090909090909,4,6,0.666666666666667,3,3,1,1,5,4.89130434782609,0.0793650793650794,0.1,0.2,3,2,0,1,0.978260869565217,0.0158730158730159,0.02,0,0,1,0.978260869565217,0.0158730158730159,0.02,0,10,12,11.7391304347826,0.19047619047619,0.833333333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.25,4,3,2,0,0,6,1,7,2,4,3,2.93478260869565,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Press","USA",32,0,0,1,2.8125,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8125,0,0,0,0,1,0,0,12,17,0.705882352941177,12,17,0.705882352941177,5,8,0.625,0.5,0.352941176470588,0.294117647058824,0.352941176470588,3,6,0.5,3,5,0.6,6,6,1,0.352941176470588,0.294117647058824,0.352941176470588,3,6,0.5,3,5,0.6,6,6,1,1,5,8,0.625,0.5,0.25,0.25,2,4,0.5,1,2,0.5,2,2,1,0,2,5.625,0.117647058823529,0.117647058823529,0,2,0,0,0,0,0,0,0,0,2,5.625,0.117647058823529,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Pugh","USA",60,1,0,3,4.5,0.333333333333333,1,0,2,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,1.5,1.5,0,0,1,1.5,0,0,0,1,0,0,0,15,21,0.714285714285714,15,21,0.714285714285714,13,16,0.8125,0.761904761904762,0.333333333333333,0.333333333333333,0.333333333333333,6,7,0.857142857142857,3,7,0.428571428571429,6,7,0.857142857142857,0.333333333333333,0.333333333333333,0.333333333333333,6,7,0.857142857142857,3,7,0.428571428571429,6,7,0.857142857142857,1,13,16,0.8125,0.3125,0.375,0.3125,5,5,1,3,6,0.5,5,5,1,1,3,4.5,0.142857142857143,0.142857142857143,0.333333333333333,3,0,0,0,0,0,0,0,2,3,4.5,0.142857142857143,0.142857142857143,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.777777777777778,9,2,2,1,0,0,1,1,0,0,0,2,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Sauerbrunn","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,0.933333333333333,69,74,0.932432432432432,5,6,0.833333333333333,0.08,0.533333333333333,0.386666666666667,0.08,35,40,0.875,29,29,1,6,6,1,0.540540540540541,0.378378378378378,0.0810810810810811,35,40,0.875,28,28,1,6,6,1,1,6,7,0.857142857142857,0.428571428571429,0.428571428571429,0.142857142857143,2,3,0.666666666666667,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.978260869565217,0.0133333333333333,0.0135135135135135,0,0,0,0,0,0,0,1,1,0.978260869565217,0.0133333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0.8,5,1,1,0,0,0,1,7,5,2,1,0.978260869565217,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-TRI"
"Solo","USA",92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,7,7,1,0,0,0,0,1,0,0,7,7,1,0,0,0,0,0,0,1,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,3,1,3,"USA-TRI"
"Brian","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,0.842105263157895,62,70,0.885714285714286,34,36,0.944444444444444,0.514285714285714,0.394736842105263,0.25,0.355263157894737,22,30,0.733333333333333,16,19,0.842105263157895,26,27,0.962962962962963,0.4,0.242857142857143,0.357142857142857,22,28,0.785714285714286,16,17,0.941176470588235,24,25,0.96,1,34,36,0.944444444444444,0.277777777777778,0.25,0.472222222222222,9,10,0.9,9,9,1,16,17,0.941176470588235,2,3,2.87234042553191,0.0394736842105263,0.0428571428571429,0.666666666666667,3,0,0,4,3.82978723404255,0.0526315789473684,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,3,0,0,1,0.333333333333333,3,0,0,0,0,3,6,1,6,0,2,1,4,0.571428571428571,7,3,1,0,1,18,9,9,4,5,1,0.957446808510638,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Dunn","USA",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,4,6,0.666666666666667,1,3,0.333333333333333,0.5,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0,3,4,0.75,1,1,1,0.166666666666667,0.666666666666667,0.166666666666667,0,1,0,3,4,0.75,1,1,1,1,1,3,0.333333333333333,0.333333333333333,0.666666666666667,0,0,1,0,1,2,0.5,0,0,0,0,1,9,0.166666666666667,0.166666666666667,0,1,0,0,1,9,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Heath","USA",94,1,1,2,1.91489361702128,1,0,1,0,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0,0,1,0,0,0,0,31,36,0.861111111111111,31,36,0.861111111111111,18,21,0.857142857142857,0.583333333333333,0.416666666666667,0.361111111111111,0.222222222222222,13,15,0.866666666666667,11,13,0.846153846153846,7,8,0.875,0.416666666666667,0.361111111111111,0.222222222222222,13,15,0.866666666666667,11,13,0.846153846153846,7,8,0.875,1,18,21,0.857142857142857,0.333333333333333,0.380952380952381,0.285714285714286,6,7,0.857142857142857,7,8,0.875,5,6,0.833333333333333,0,2,1.91489361702128,0.0555555555555556,0.0555555555555556,0,1,1,0,0,0,0,0,0,3,3,2.87234042553191,0.0833333333333333,0.0833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,5,1,2,1,4,0.5,8,4,0,0,2,7,5,4,1,3,1,0.957446808510638,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Horan","USA",84,1,1,2,2.14285714285714,0.5,0,0,1,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,0.833333333333333,40,47,0.851063829787234,21,24,0.875,0.5,0.416666666666667,0.354166666666667,0.229166666666667,16,20,0.8,14,17,0.823529411764706,10,11,0.909090909090909,0.425531914893617,0.340425531914894,0.234042553191489,16,20,0.8,14,16,0.875,10,11,0.909090909090909,1,21,24,0.875,0.291666666666667,0.416666666666667,0.291666666666667,7,7,1,8,10,0.8,6,7,0.857142857142857,0,0,0,0,0,0,0,0,0,2,2.14285714285714,0.0416666666666667,0.0425531914893617,0,1,1,1.07142857142857,0.0208333333333333,0.0212765957446809,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,2,2,10,0.714285714285714,14,4,2,0,3,14,1,10,6,4,2,2.14285714285714,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Johnston","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,0.863636363636364,38,43,0.883720930232558,12,15,0.8,0.348837209302326,0.590909090909091,0.295454545454545,0.113636363636364,20,26,0.769230769230769,13,13,1,5,5,1,0.581395348837209,0.302325581395349,0.116279069767442,20,25,0.8,13,13,1,5,5,1,1,12,15,0.8,0.533333333333333,0.266666666666667,0.2,5,8,0.625,4,4,1,3,3,1,0,0,0,0,0,0,0,0,1,6,5.74468085106383,0.136363636363636,0.13953488372093,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,7,0,0,2,1,0.333333333333333,3,2,0,0,0,7,1,5,4,1,1,0.957446808510638,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
